time,open,high,low,close,Buy Signal,Sell Signal
11/2/2022,383.9,388.63,374.76,374.87,0,0
11/3/2022,371.465,374.2,368.79,371.01,0,0
11/4/2022,377,378.87,370,376.35,0,0
11/7/2022,377.71,380.57,375.53,379.95,0,0
11/8/2022,381.11,385.12,377.72,382,0,0
11/9/2022,379.93,381.14,373.61,374.13,0,0
11/10/2022,388.05,395.04,385.642,394.69,0,0
11/11/2022,395.59,399.35,393.61,398.51,0,0
11/14/2022,396.66,400.1799,394.83,395.12,0,0
11/15/2022,401.15,402.31,394.49,398.49,0,0
11/16/2022,396.78,397.78,394.79,395.45,0,0
11/17/2022,390.46,394.95,390.14,394.24,0,0
11/18/2022,397.74,397.81,393.04,396.03,0,0
11/21/2022,394.64,395.82,392.66,394.59,0,0
11/22/2022,396.63,400.07,395.1527,399.9,0,0
11/23/2022,399.55,402.93,399.31,402.42,0,0
11/25/2022,401.83,402.91,401.535,402.33,0,0
11/28/2022,399.09,400.81,395.11,395.91,0,0
11/29/2022,396.05,397.3,393.3,395.23,0,0
11/30/2022,395.49,407.68,393.48,407.68,0,0
12/1/2022,408.77,410,404.75,407.38,0,0
12/2/2022,402.25,407.86,402.14,406.91,0,0
12/5/2022,403.95,404.93,398.17,399.59,0,0
12/6/2022,399.42,399.99,391.64,393.83,0,0
12/7/2022,392.94,395.64,391.97,393.16,0,0
12/8/2022,395.14,397.36,393.2684,396.24,0,0
12/9/2022,394.94,397.62,393.15,393.28,0,0
12/12/2022,394.11,398.95,393.412,398.95,0,0
12/13/2022,410.22,410.49,399.07,401.97,0,0
12/14/2022,401.61,405.5,396.31,399.4,0,0
12/15/2022,394.3,395.25,387.885,389.63,0,0
12/16/2022,385.18,386.575,381.04,383.27,0,1
12/19/2022,383.47,383.82,378.28,380.02,0,0
12/20/2022,379.23,382.23,377.85,380.54,0,0
12/21/2022,383.25,387.41,382.69,386.23,0,0
